"","x"
"291",922.732515612354
"292",897.729776189444
"293",808.077962323366
"294",776.368865160929
"295",778.489809382627
"296",985.546840731443
"297",984.840663474554
"298",1021.98110885617
"299",897.921888956133
"300",894.059613553207
"301",926.650798715269
"302",971.168507506884
"303",1041.5470941175
"304",975.389111663175
"305",808.747614921432
"306",776.900436064098
"307",778.226450323222
"308",913.688855508523
"309",1024.56823037667
"310",1049.95642505026
"311",1152.78275472878
"312",1138.54495992854
"313",1117.6476794512
"314",1128.43366539808
"315",967.701743546362
"316",1060.23788411233
"317",1050.35086481287
"318",968.329510296306
"319",994.411204073338
"320",1122.83117794996
"321",1087.89600317013
"322",1018.75987095545
"323",1143.19149930524
"324",1337.78966543951
"325",1140.85104864007
"326",969.759125211716
"327",1013.10336090976
"328",1108.77459654827
"329",1144.75659030248
"330",1143.47025025264
"331",1033.21639717196
"332",1043.98193084912
"333",1090.63492717075
"334",1043.88517732747
"335",1078.06134120352
"336",1098.25314364443
"337",1082.14589436489
"338",1064.86456165406
"339",1157.12068988185
"340",1279.88770962354
"341",1166.77127461391
"342",1095.74769102331
"343",1104.41515875342
"344",1144.96864632777
"345",1206.61158874152
"346",1122.9707587514
"347",1299.56936349563
"348",1251.53195842562
"349",1263.48561911326
"350",1216.07756833227
"351",1228.15601883091
"352",1300.59560856469
"353",1199.72354839371
"354",1046.94432068577
"355",1116.00459023362
"356",1228.13548467515
"357",1331.82831080733
"358",1434.57614834802
"359",1370.35895417167
"360",1420.13126224274
"361",1415.6480949007
"362",1320.07084589425
"363",1251.70226149988
"364",1396.10307672392
"365",1369.36814035179
"366",1285.56274328898
"367",1209.90229462554
"368",1225.39367231258
"369",1169.56516143035
"370",1278.11464758644
"371",1151.36045230665
"372",1225.93297490937
"373",1196.14956877077
"374",1240.39318921235
"375",1334.83927725505
"376",1318.51898159781
"377",1117.59821955943
"378",1158.97145001771
"379",1117.24681466493
"380",1250.21573452432
"381",1359.61377973197
"382",1416.2714581132
"383",1338.63807840185
"384",1366.63146586831
"385",1417.48075483311
"386",1319.68805885814
"387",969.946375410319
"388",925.512130606822
"389",890.983797552768
"390",971.633378851917
"391",1147.61305511767
"392",1034.11144453086
"393",1104.26543047709
"394",1137.62018473741
"395",1141.41056778741
"396",1217.04021268371
"397",986.616194131467
"398",916.267829266206
"399",975.068548294448
"400",1127.50675558599
"401",1209.5075742882
"402",1205.78657035158
"403",1132.88531922848
"404",1219.43911846065
"405",1243.79116846279
"406",1263.16272427047
"407",1077.69335837643
"408",1192.01596388014
"409",1114.02168089746
"410",1034.5224720763
"411",964.950836314162
"412",1046.06179629914
"413",1130.52436649157
"414",1129.28607520054
"415",1076.48040739522
"416",1192.87238677981
"417",1051.51270414791
"418",874.449850379902
"419",939.880603771879
"420",1022.32765249055
"421",835.9401188979
"422",810.974888275144
"423",870.020571734257
"424",868.856668004329
"425",948.891399947027
"426",810.643323357275
"427",775.859199244691
"428",777.144750850766
"429",790.827769554449
"430",808.299630141516
"431",765.030102321491
"432",749.122907260669
"433",737.170322667568
"434",756.726876955531
"435",796.36070960669
"436",856.69579866019
"437",902.104470484329
"438",911.448378495551
"439",913.438207126052
"440",944.361240201674
"441",904.807610939743
"442",725.307735593779
"443",750.034877826439
"444",748.283785024994
"445",747.336072251646
"446",750.289071802927
"447",750.999470709782
"448",766.619340398049
"449",767.832686562528
"450",780.163214910399
"451",840.458501491003
"452",762.552866540523
"453",773.418921478657
"454",722.119211068613
"455",744.661201478928
"456",739.234089924334
"457",778.901965492784
"458",905.908824521124
"459",1055.18826116882
"460",910.773317377302
"461",748.331020673199
"462",758.689131150418
"463",737.076477849458
"464",747.567720418484
"465",788.266538553259
"466",805.96157013214
"467",730.627620878679
"468",821.407569490127
"469",998.20203175927
"470",784.014669871017
"471",725.175121055721
"472",753.921051946961
"473",1103.2664433586
"474",849.224480975386
"475",758.457252119618
"476",1014.27745389095
"477",1202.01048659314
"478",1528.19281951902
"479",1273.36702857207
"480",836.21446185782
"481",731.107577308447
"482",710.912208967974
"483",728.444609929846
"484",1037.94426716504
"485",1020.26898534687
"486",810.810233923453
"487",732.94768914522
"488",849.89092309364
"489",1561.89295282457
"490",1407.06548247345
"491",795.169944610736
"492",1416.91970860468
"493",1492.78724658651
"494",1316.01393539116
"495",1149.86042214563
"496",992.648697490576
"497",1103.39541847547
"498",937.876008976789
"499",826.213503955138
"500",782.698478925284
"501",793.900170909961
"502",1067.33032687883
"503",1261.72203212522
"504",948.944465206912
"505",1246.46031339713
"506",1391.33666573974
"507",1621.59475607954
"508",1384.47352882629
"509",934.580874862245
"510",1181.69295589604
"511",1239.35540448817
"512",1023.60604638837
"513",1457.42521174376
"514",1141.37613922757
"515",874.561477960443
"516",785.645996098806
"517",799.660338840505
"518",814.222171227202
"519",1310.01334643515
"520",1417.30079885707
"521",1337.77553303826
"522",1431.56366072352
"523",998.597060230903
"524",867.63739597506
"525",1027.52621497212
"526",1241.63581427204
"527",925.266998245918
"528",1261.0620032237
"529",1631.99417023795
"530",1499.75173189846
"531",1364.11191153525
"532",1316.37664223632
"533",1197.56486597753
"534",1297.6873709008
"535",1320.65831302132
"536",1333.58495370873
"537",1160.89632905774
"538",1222.34283487938
"539",1328.84725526261
"540",1292.89202065152
"541",1244.07685193662
"542",1046.21428490111
"543",986.051936450005
"544",1216.12284846109
"545",1115.30322199018
"546",996.246563008969
"547",1135.51841516377
"548",1471.10436867328
"549",1304.62269265983
"550",1252.69951359517
"551",1191.95450406223
"552",1199.96388336824
"553",1285.4758453021
"554",1091.9330377288
"555",1155.87342878738
"556",1192.14287358393
"557",1289.69764618421
"558",1193.36144192152
"559",1014.09074533794
"560",1230.20909459566
"561",1132.1630896569
"562",995.676941753144
"563",1127.58386797573
"564",1193.74402140232
"565",1237.4376822641
"566",1206.45437405881
"567",1302.16371154949
"568",1365.09844471922
"569",1325.11419103362
"570",1232.64052103428
"571",1159.27533659662
"572",1139.95084865889
"573",1206.78575691043
"574",1188.37108341689
"575",1038.57820843709
"576",1044.50782556704
"577",1122.62725671914
"578",963.273396125138
"579",1009.2893830611
"580",957.411274862398
"581",915.669417591417
"582",1178.70960476334
"583",1070.82381402039
"584",970.380390799425
"585",1032.61932941841
"586",1051.9261912001
"587",1049.42623911653
"588",1154.13754034317
"589",1189.48070775021
"590",1037.20741030746
"591",1115.09934526199
"592",1032.32946724825
"593",951.357150312368
"594",855.31571933197
"595",864.353029097687
"596",875.802028720831
"597",780.072025590815
"598",850.748013963849
"599",951.263151457688
"600",872.837502713948
"601",833.442420990736
"602",846.658318190741
"603",844.396597590489
"604",775.641833473934
"605",847.223378477797
"606",915.124089554934
"607",924.508807890352
"608",887.909693332359
"609",868.688430231359
"610",891.056863118305
"611",948.869399619566
"612",994.252093990084
"613",969.559543000211
"614",867.898900813572
"615",863.24781884281
"616",805.912276851213
"617",1693.69875285653
"618",1780.53912982885
"619",1769.96329379937
"620",1343.91345093646
"621",1519.77180277942
"622",1542.39322437033
"623",1333.81814962348
"624",1258.02559751298
"625",881.198544461543
"626",697.669019910754
"627",918.075070151787
"628",847.144989566826
"629",796.905930438467
"630",1039.1234544067
"631",1123.19216156262
"632",1086.34323330078
"633",660.465410091564
"634",870.904289830172
"635",1127.57272480035
"636",1300.22843782664
"637",1001.17251701047
"638",1346.63315667123
"639",1802.48270626898
"640",1675.33628392785
"641",1365.23662312991
"642",1141.19328049566
"643",1305.78438918403
"644",1163.50526452155
"645",928.246480142821
"646",1400.0427267778
"647",1554.00786260875
"648",1310.58422519874
"649",1038.54965449753
"650",1508.04455929047
"651",1377.32525253962
"652",1511.66188449989
"653",1494.05325837393
"654",1368.03206747812
"655",1193.06636663024
"656",1447.45251574278
"657",1371.41755411129
"658",1285.17540510552
"659",1260.79834872557
"660",1167.47053895307
"661",888.824031352593
"662",806.085114574852
"663",866.548581301781
"664",1062.02574034514
"665",1487.05989996866
"666",1274.43676456061
"667",1192.71025037045
"668",1121.15326068422
"669",1134.64733105352
"670",1281.53051318135
"671",1180.36235167065
"672",1247.02199179912
"673",1218.43327664468
"674",1210.32891064314
"675",925.451072298675
"676",848.899424127363
"677",696.527860646526
"678",685.15395605906
"679",653.545535436186
"680",662.447437581361
"681",709.629459272984
"682",758.678052643576
"683",766.84143875246
"684",922.463733549824
"685",816.231731372222
"686",806.303623889335
"687",702.256896683646
"688",650.600037930641
"689",615.238929925545
"690",785.163922046026
"691",731.856375880584
"692",650.660667271205
"693",642.809865831259
"694",790.857693642828
"695",844.645812346511
"696",622.67934128133
"697",656.580673806875
"698",680.887327153112
"699",663.695796447499
"700",682.275186170456
"701",707.007234557499
"702",693.583083100616
"703",680.047948266959
"704",747.731353136332
"705",769.889513993129
"706",743.687284075232
"707",722.805411639011
"708",666.782504740699
"709",649.748100011896
"710",606.569373563809
"711",639.695251650509
"712",660.848414805042
"713",703.302060048811
"714",648.575370210009
"715",718.252995172796
"716",686.85054315484
"717",623.295690728094
"718",640.847359932341
"719",628.562822044909
"720",643.709739440012
"721",644.728970573479
"722",677.629796022342
"723",662.084439693262
"724",716.57100058379
"725",667.428838682191
"726",633.443740084568
"727",664.445274202717
"728",654.604053550094
"729",748.292396656014
"730",873.854081291468
"731",913.365922468837
"732",876.703124878877
"733",742.914376286248
"734",814.961308904868
"735",889.350241311098
"736",936.187784982518
"737",793.936824363682
"738",613.56592278983
"739",642.209415504682
"740",658.747664706581
"741",825.898059911501
"742",810.761019539581
"743",927.895905736218
"744",954.166716745919
"745",799.48187516564
"746",753.212888259501
"747",701.096264170522
"748",741.60782539169
"749",740.026266161423
"750",796.755450963398
"751",794.787417731799
"752",747.966963824805
"753",739.487306879791
"754",752.067136742882
"755",780.473497984065
"756",956.332182056162
"757",914.821419183603
"758",858.38757230121
"759",978.934039403333
"760",855.097814764829
"761",902.793732969986
"762",842.201005816095
"763",1002.58622081717
"764",1099.11016583177
"765",1152.28015742172
"766",1146.04611293322
"767",862.88732390102
"768",899.522167185723
"769",1049.10412511
"770",1058.0308734239
"771",1109.06116662243
"772",1166.05993351179
"773",1081.388433167
"774",1195.96305836645
"775",1277.56943801071
"776",1094.74390250483
"777",1217.00481702782
"778",1127.00934000197
"779",1160.02352273504
"780",1151.57133323739
"781",1257.31797813071
"782",1284.90459747314
"783",1261.29176740304
"784",1422.35578142789
"785",1162.18956960019
"786",1228.23514123287
"787",1126.21433821711
"788",1348.9964572233
"789",1084.62324106312
"790",980.252526553315
"791",972.363594734055
"792",872.999149838145
"793",876.58516264729
"794",925.785904316052
"795",1065.90531337631
"796",1202.0775671814
"797",1320.19702020364
"798",1171.08649673983
"799",1301.2362406829
"800",1118.3941528468
"801",1134.11141656321
"802",1102.58257018905
"803",1247.89680154774
"804",1176.21949279039
"805",1224.01558349812
"806",1302.63364071092
"807",1047.71425269088
"808",1066.88845839295
"809",1281.09026032192
"810",1285.82017315418
"811",1311.69149531231
"812",1384.83962408022
"813",1393.75418637384
"814",1415.05283720874
"815",1407.93935600419
"816",1257.70604034876
"817",1035.33619257295
"818",1202.40841417999
"819",1206.00238287839
"820",1110.73978159448
"821",954.974163614848
"822",938.602795489874
"823",1087.33004408939
"824",1191.53427592071
"825",1329.34000175782
"826",1233.62996062371
"827",1159.79190277962
"828",1141.14302687901
"829",1157.03813593173
"830",1218.36016860994
"831",1364.53150229426
"832",1412.27367228711
"833",1363.15368130801
"834",1257.65286027823
"835",1163.88046734882
"836",1151.49147542769
"837",1243.79921163459
"838",1289.45695337949
"839",1210.39370654441
"840",1118.29973494899
"841",1089.12416980111
"842",1158.26988756998
"843",1071.19158072994
"844",1055.49242743282
"845",902.659094312363
"846",957.54605512975
"847",1015.26039864316
"848",1038.41947494324
"849",1012.17733559679
"850",897.077080077398
"851",993.851084784608
"852",1090.68474237816
"853",1004.2898252942
"854",980.240049181583
"855",1172.42676375986
"856",890.111362196097
"857",857.398997670385
"858",896.539137985185
"859",983.52555110678
"860",1026.23094614804
"861",870.460440705863
"862",857.018772292668
"863",903.380153912073
"864",843.079037364272
"865",777.826332622569
"866",915.719116048091
"867",926.17351083097
"868",988.921529070461
"869",1037.01470926669
"870",873.262131758343
"871",805.805221496706
"872",903.901094744851
"873",878.623492464443
"874",983.40435644603
"875",1063.67494064694
"876",967.087883609205
"877",1057.37064807296
"878",833.150885820696
"879",782.529649589091
"880",757.779941490014
"881",752.262342367768
"882",786.09109264673
"883",711.949466571888
"884",672.037432108427
"885",621.010912050315
"886",655.510371151899
"887",664.78827915586
"888",671.577900235508
"889",660.647916728987
"890",671.030822390816
"891",661.331480158482
"892",668.460068854008
"893",731.529800557907
"894",748.395878294581
"895",722.249210975076
"896",657.21720631041
"897",679.256343829046
"898",687.270842653453
"899",616.356642956749
"900",656.556663421345
"901",658.072578413771
"902",650.969731473478
"903",646.092700504237
"904",725.449304755538
"905",666.502359426011
"906",627.359092265085
"907",661.437957003167
"908",812.581819334319
"909",890.87119470526
"910",760.743470548649
"911",757.945156816869
"912",726.307132792027
"913",637.089105894123
"914",713.234211964344
"915",759.410454408498
"916",715.794842236039
"917",749.798582504795
"918",849.751183461747
"919",1036.02325141588
"920",1061.13378625278
"921",826.623932257323
"922",777.670562777835
"923",770.703704933052
"924",866.968889157454
"925",1000.97293011606
"926",945.035459525976
"927",824.005984513507
"928",692.807825399383
"929",639.487425359518
"930",805.167230867902
"931",942.542685500984
"932",1000.86174971109
"933",811.141624939217
"934",712.535166639294
"935",692.820533206252
"936",674.865923201804
"937",891.491689349589
"938",650.528371645054
"939",702.807686140202
"940",1205.60937247907
"941",1140.77763350798
"942",882.711250303028
"943",662.699713796953
"944",1067.06465219999
"945",1274.10063130689
"946",1296.86870637395
"947",1229.99779160668
"948",1398.24053485422
"949",1605.85552108208
"950",1716.74723624309
"951",1438.24740142496
"952",1666.13702068868
"953",1397.92463855727
"954",1061.88292820294
"955",1202.47731127222
"956",1778.81080626902
"957",1850.63897782244
"958",1743.23563640009
"959",1043.89969384352
"960",1383.93817461445
"961",1350.75353917696
"962",1529.59339302907
"963",1640.13710948724
"964",1199.64143117731
"965",1302.45805074377
"966",1497.35326392413
"967",1553.99872920215
"968",1173.20560646867
"969",1619.94380164873
"970",1614.45001425819
"971",1558.13425275828
"972",1530.43783682537
"973",1444.99093979894
"974",1081.5695658004
"975",723.510055245358
"976",884.326791844609
"977",1545.94149749036
"978",1357.01639812735
"979",1147.49192678411
"980",1363.40402712845
"981",1194.5245906763
"982",1603.06136372607
"983",1609.88937540732
"984",1617.65622030251
"985",1497.46815604071
"986",1659.07887972257
"987",1763.92711335969
"988",1716.45900775807
"989",1425.18694861243
"990",1301.15294954615
"991",1094.63239441317
"992",1050.69523140928
"993",1102.4452935413
"994",1049.92395338091
"995",1489.11051468409
"996",1870.24209082791
"997",1524.82394874511
"998",1317.07435561215
"999",1011.05172072206
"1000",1145.10265280748
"1001",1397.12431146256
"1002",1278.94444658965
"1003",1047.11108779627
"1004",852.42380176931
"1005",1125.9177245889
"1006",835.184856757183
"1007",776.459185701384
"1008",1154.10931670697
"1009",1220.14574373607
"1010",984.324494972362
"1011",1138.97183442557
"1012",996.364219897269
"1013",1272.05548178941
"1014",1115.29840041344
"1015",1576.75940250885
"1016",1535.96252081761
"1017",1261.17024401429
"1018",1010.54539523723
"1019",835.296402109737
"1020",1114.15144220887
"1021",954.961544704297
"1022",680.037404673353
"1023",666.424357964429
"1024",777.647175893116
"1025",798.308612698771
"1026",636.529031326526
"1027",1044.6919801818
"1028",1053.47586344626
"1029",738.347168450906
"1030",737.889285491919
"1031",834.470600814509
"1032",615.257099578986
"1033",617.128825629531
"1034",1008.44479056838
"1035",865.010564991062
"1036",1146.05725890238
"1037",848.899627254256
"1038",655.840331218137
"1039",796.201368946109
"1040",981.291796807821
"1041",870.484854016586
"1042",696.039803498375
"1043",789.907116563464
"1044",1136.60385357163
"1045",758.076920956979
"1046",647.507836558373
"1047",775.560245492019
"1048",725.742547200247
"1049",728.514684912083
"1050",691.990210336228
"1051",681.217244332179
"1052",645.233533847167
"1053",674.459289054969
"1054",645.459177420886
"1055",653.005988506717
"1056",691.379121171938
"1057",651.141140341931
"1058",743.628219346172
"1059",887.570327821457
"1060",1047.62121696877
"1061",1144.56816702839
"1062",825.453950838978
"1063",916.155305603782
"1064",878.018550191349
"1065",1033.33489457244
"1066",801.350522937506
"1067",647.529822497727
"1068",722.768041530178
"1069",726.717290781183
"1070",700.014667774792
"1071",653.16134228005
"1072",712.624922708875
"1073",657.141581974197
"1074",635.662748813796
"1075",744.370516985002
"1076",642.718219114042
"1077",643.299795193286
"1078",642.765960647445
"1079",664.734420493457
"1080",606.324160708852
"1081",630.077802897315
"1082",653.795434296765
"1083",741.702583808808
"1084",781.682898539565
"1085",682.390514404942
"1086",697.299461622452
"1087",780.90058473793
"1088",768.06478794804
"1089",775.871085856261
"1090",742.560118393736
"1091",870.601404202241
"1092",769.88485840716
"1093",676.600850188889
"1094",656.19993701313
"1095",646.318504471366
"1096",734.056002731434
"1097",786.933295106551
"1098",651.426125082906
"1099",659.112603999969
"1100",650.404363867211
"1101",668.484223543459
"1102",659.483534724343
"1103",700.225055074336
"1104",737.239399923337
"1105",723.808313156938
"1106",674.953511818894
"1107",797.256174982828
"1108",746.496219127851
"1109",735.800703980231
"1110",688.982276068831
"1111",655.745523308956
"1112",683.882476346708
"1113",716.831465222977
"1114",770.833437280778
"1115",788.570044660548
"1116",882.859319925437
"1117",989.287359100418
"1118",1031.71547430837
"1119",1089.06831102759
"1120",1013.35160446424
"1121",861.541411652905
"1122",897.945403705672
"1123",989.265345728318
"1124",1057.55808697196
"1125",1158.44336686143
"1126",1124.14559014968
"1127",1070.48678368086
"1128",893.595563144224
"1129",936.965962911958
"1130",995.999199369723
"1131",965.385255605863
"1132",1068.59531124588
"1133",1163.38279747571
"1134",1118.44501131799
"1135",1072.81953903071
"1136",1045.08572638755
"1137",1017.02655790341
"1138",1020.94181874635
"1139",880.011210622692
"1140",881.047686733099
"1141",1019.34191942779
"1142",1073.74872455149
"1143",1019.36516382392
"1144",1107.85216118883
"1145",1120.02237949355
"1146",1141.43316204488
"1147",1129.3891463441
"1148",1062.62038708664
"1149",1182.00513306143
"1150",1064.8216135561
"1151",1174.04626740151
"1152",1106.26373688996
"1153",1104.31309804563
"1154",1089.72825607841
"1155",1086.44672075129
"1156",1111.61628511571
"1157",1129.83258283429
"1158",1220.72779046952
"1159",1159.57317716516
"1160",1156.67805360906
"1161",1067.19973174337
"1162",1174.16095677074
"1163",1191.07849141312
"1164",1112.13616853742
"1165",1169.49004418287
"1166",1269.18650215411
"1167",1422.26135820325
"1168",1138.76491896832
"1169",1042.60272896974
"1170",971.329721763884
"1171",953.88786685468
"1172",974.119669623837
"1173",1085.52742123141
"1174",1263.75950436456
"1175",1351.32420540988
"1176",1363.47605888667
"1177",1422.01356581412
"1178",1233.99095257023
"1179",1120.21176415974
"1180",1124.1436685363
"1181",1085.83510427951
"1182",1269.25916531845
"1183",1328.6195732559
"1184",1410.87638675679
"1185",1324.52333944372
"1186",1005.09428363755
"1187",1160.28529246744
"1188",1246.49644339748
"1189",1370.99993180473
"1190",1393.57626433145
"1191",1193.03841114288
"1192",1205.72118149947
"1193",1362.55748925045
"1194",1336.89813331235
"1195",1334.00486844037
"1196",1201.84049361223
"1197",1180.07456912259
"1198",1036.67174821574
"1199",1053.24432940134
"1200",974.555765562267
"1201",955.806694662845
"1202",987.095432825643
"1203",1031.61758827763
"1204",1037.29247468055
"1205",1128.38250498374
"1206",1054.72565707761
"1207",979.404821711801
"1208",1018.29425785219
"1209",960.465747211818
"1210",1056.28617647664
"1211",1181.45823049252
"1212",933.02144798263
"1213",748.935442847767
"1214",914.642384626128
"1215",952.367497046336
"1216",886.142519805849
"1217",843.943826182548
"1218",879.664462311594
"1219",1010.44197414604
"1220",939.27748809988
"1221",969.368300849757
"1222",1087.80088357547
"1223",1053.66718904456
"1224",901.278861702833
"1225",855.012365168103
"1226",867.623674591062
"1227",882.791412111076
"1228",873.610851770906
"1229",831.319771206931
"1230",876.992732505259
"1231",904.008845384202
"1232",928.494320381696
"1233",672.218663092492
"1234",660.64954491296
"1235",642.567148133612
"1236",725.137229876621
"1237",747.527918557143
"1238",863.978707427235
"1239",882.737120381119
"1240",821.71088619246
"1241",812.78698976364
"1242",779.085364839993
"1243",847.473197202283
"1244",917.678462215508
"1245",858.842031530859
"1246",790.549478586489
"1247",731.299920240939
"1248",655.99770795118
"1249",661.647067106219
"1250",663.39802234186
"1251",646.725352604009
"1252",641.127243947614
"1253",661.837770345561
"1254",665.498696211312
"1255",652.243324134641
"1256",659.854865962272
"1257",687.95594470378
"1258",673.250154631277
"1259",773.789205803253
"1260",726.220678630865
"1261",664.995344504014
"1262",645.287600975935
"1263",622.003024678399
"1264",685.80806891561
"1265",741.449579740787
"1266",660.728905935454
"1267",724.925522327184
"1268",734.5363287702
"1269",690.160408743967
"1270",641.323707488485
"1271",652.350158136927
"1272",664.432333869863
"1273",639.724127973983
"1274",653.606537132925
"1275",832.316631935675
"1276",957.926700668595
"1277",923.77224479481
"1278",853.972608999777
"1279",865.206544214516
"1280",856.73002187091
"1281",743.093523960118
"1282",837.874248005428
"1283",898.253008322934
"1284",715.503733273759
"1285",686.948535767534
"1286",711.688480169381
"1287",665.086879604996
"1288",761.619286016105
"1289",1200.7831205832
"1290",918.051132168594
"1291",652.582797520933
"1292",637.191538955143
"1293",660.901427686059
"1294",670.446107053664
"1295",999.685252452849
"1296",1293.5935130029
"1297",770.664259913578
"1298",615.985827301847
"1299",647.130614693161
"1300",686.165204220425
"1301",802.1233199037
"1302",930.632361720194
"1303",947.247049934403
"1304",747.87513749253
"1305",629.837516652304
"1306",660.338860029001
