date,Year,Month,Day,Weekday,Hour,Load_MW,T_act,T_fcst,Team Blue
3-Jan-10,2010,1,3,1,24,1702.238,23,,
4-Jan-10,2010,1,4,2,1,1684.56,22,,
4-Jan-10,2010,1,4,2,2,1694.008,22,,
4-Jan-10,2010,1,4,2,3,1723.937,22,,
4-Jan-10,2010,1,4,2,4,1762.1,21,,
4-Jan-10,2010,1,4,2,5,1827.913,21,,
4-Jan-10,2010,1,4,2,6,1956.828,19,,
4-Jan-10,2010,1,4,2,7,2129.465,17,,
4-Jan-10,2010,1,4,2,8,2126.318,18,,
4-Jan-10,2010,1,4,2,9,1976.038,22,,
4-Jan-10,2010,1,4,2,10,1801.456,25,,
4-Jan-10,2010,1,4,2,11,1641.715,28,,
4-Jan-10,2010,1,4,2,12,1499.897,30,,
4-Jan-10,2010,1,4,2,13,1381.208,33,,
4-Jan-10,2010,1,4,2,14,1290.83,34,,
4-Jan-10,2010,1,4,2,15,1239.582,35,,
4-Jan-10,2010,1,4,2,16,1254.504,35,,
4-Jan-10,2010,1,4,2,17,1372.341,34,,
4-Jan-10,2010,1,4,2,18,1625.141,32,,
4-Jan-10,2010,1,4,2,19,1807.433,31,,
4-Jan-10,2010,1,4,2,20,1866.912,30,,
4-Jan-10,2010,1,4,2,21,1886.457,29,,
4-Jan-10,2010,1,4,2,22,1850.503,27,,
4-Jan-10,2010,1,4,2,23,1771.193,26,,
4-Jan-10,2010,1,4,2,24,1698.743,26,,
5-Jan-10,2010,1,5,3,1,1662.787,25,,
5-Jan-10,2010,1,5,3,2,1670.887,23,,
5-Jan-10,2010,1,5,3,3,1704.816,20,,
5-Jan-10,2010,1,5,3,4,1757.806,19,,
5-Jan-10,2010,1,5,3,5,1837.714,20,,
5-Jan-10,2010,1,5,3,6,1979.878,19,,
5-Jan-10,2010,1,5,3,7,2156.965,18,,
5-Jan-10,2010,1,5,3,8,2143.716,17,,
5-Jan-10,2010,1,5,3,9,1959.586,23,,
5-Jan-10,2010,1,5,3,10,1748.513,28,,
5-Jan-10,2010,1,5,3,11,1581.539,30,,
5-Jan-10,2010,1,5,3,12,1456.796,31,,
5-Jan-10,2010,1,5,3,13,1358.778,32,,
5-Jan-10,2010,1,5,3,14,1296.532,33,,
5-Jan-10,2010,1,5,3,15,1263.522,35,,
5-Jan-10,2010,1,5,3,16,1290.263,35,,
5-Jan-10,2010,1,5,3,17,1408.493,34,,
5-Jan-10,2010,1,5,3,18,1645.088,32,,
5-Jan-10,2010,1,5,3,19,1802.18,30,,
5-Jan-10,2010,1,5,3,20,1856.441,30,,
5-Jan-10,2010,1,5,3,21,1868.69,29,,
5-Jan-10,2010,1,5,3,22,1823.178,29,,
5-Jan-10,2010,1,5,3,23,1731.094,27,,
5-Jan-10,2010,1,5,3,24,1649.62,26,,
6-Jan-10,2010,1,6,4,1,1614.053,26,,
6-Jan-10,2010,1,6,4,2,1619.318,24,,
6-Jan-10,2010,1,6,4,3,1643.518,21,,
6-Jan-10,2010,1,6,4,4,1677.68,20,,
6-Jan-10,2010,1,6,4,5,1738.601,22,,
6-Jan-10,2010,1,6,4,6,1868.616,19,,
6-Jan-10,2010,1,6,4,7,2049.741,20,,
6-Jan-10,2010,1,6,4,8,2037.099,22,,
6-Jan-10,2010,1,6,4,9,1863.139,27,,
6-Jan-10,2010,1,6,4,10,1680.877,31,,
6-Jan-10,2010,1,6,4,11,1527.626,33,,
6-Jan-10,2010,1,6,4,12,1390.499,36,,
6-Jan-10,2010,1,6,4,13,1280.096,37,,
6-Jan-10,2010,1,6,4,14,1195.383,40,,
6-Jan-10,2010,1,6,4,15,1148.769,40,,
6-Jan-10,2010,1,6,4,16,1166.958,40,,
6-Jan-10,2010,1,6,4,17,1280.661,38,,
6-Jan-10,2010,1,6,4,18,1516.752,35,,
6-Jan-10,2010,1,6,4,19,1685.204,34,,
6-Jan-10,2010,1,6,4,20,1737.991,32,,
6-Jan-10,2010,1,6,4,21,1757.064,31,,
6-Jan-10,2010,1,6,4,22,1729.182,30,,
6-Jan-10,2010,1,6,4,23,1654.026,29,,
6-Jan-10,2010,1,6,4,24,1584.38,28,,
7-Jan-10,2010,1,7,5,1,1560.018,28,,
7-Jan-10,2010,1,7,5,2,1571.668,28,,
7-Jan-10,2010,1,7,5,3,1604.101,26,,
7-Jan-10,2010,1,7,5,4,1648.247,25,,
7-Jan-10,2010,1,7,5,5,1720.116,24,,
7-Jan-10,2010,1,7,5,6,1861.466,24,,
7-Jan-10,2010,1,7,5,7,2060.159,20,,
7-Jan-10,2010,1,7,5,8,2066.629,23,,
7-Jan-10,2010,1,7,5,9,1886.273,27,,
7-Jan-10,2010,1,7,5,10,1636.827,32,,
7-Jan-10,2010,1,7,5,11,1427.273,35,,
7-Jan-10,2010,1,7,5,12,1263.187,38,,
7-Jan-10,2010,1,7,5,13,1141.653,43,,
7-Jan-10,2010,1,7,5,14,1057.245,45,,
7-Jan-10,2010,1,7,5,15,1002.83,46,,
7-Jan-10,2010,1,7,5,16,1010.83,44,,
7-Jan-10,2010,1,7,5,17,1128.421,43,,
7-Jan-10,2010,1,7,5,18,1345.505,41,,
7-Jan-10,2010,1,7,5,19,1470.424,41,,
7-Jan-10,2010,1,7,5,20,1484.2,42,,
7-Jan-10,2010,1,7,5,21,1463.928,42,,
7-Jan-10,2010,1,7,5,22,1392.098,42,,
7-Jan-10,2010,1,7,5,23,1290.407,42,,
7-Jan-10,2010,1,7,5,24,1188.854,42,,
8-Jan-10,2010,1,8,6,1,1122.97,40,,
8-Jan-10,2010,1,8,6,2,1091.922,38,,
8-Jan-10,2010,1,8,6,3,1086.2,37,,
8-Jan-10,2010,1,8,6,4,1097.648,37,,
8-Jan-10,2010,1,8,6,5,1126.169,36,,
8-Jan-10,2010,1,8,6,6,1196.268,36,,
8-Jan-10,2010,1,8,6,7,1307.031,35,,
8-Jan-10,2010,1,8,6,8,1398.547,33,,
8-Jan-10,2010,1,8,6,9,1439.542,32,,
8-Jan-10,2010,1,8,6,10,1388.84,31,,
8-Jan-10,2010,1,8,6,11,1323.827,29,,
8-Jan-10,2010,1,8,6,12,1267.602,30,,
8-Jan-10,2010,1,8,6,13,1225.627,31,,
8-Jan-10,2010,1,8,6,14,1202.189,30,,
8-Jan-10,2010,1,8,6,15,1203.327,29,,
8-Jan-10,2010,1,8,6,16,1274.572,30,,
8-Jan-10,2010,1,8,6,17,1437.943,28,,
8-Jan-10,2010,1,8,6,18,1657.236,27,,
8-Jan-10,2010,1,8,6,19,1769.74,26,,
8-Jan-10,2010,1,8,6,20,1793.165,25,,
8-Jan-10,2010,1,8,6,21,1797.954,24,,
8-Jan-10,2010,1,8,6,22,1778.216,23,,
8-Jan-10,2010,1,8,6,23,1738.871,23,,
8-Jan-10,2010,1,8,6,24,1694.27,22,,
9-Jan-10,2010,1,9,7,1,1667.697,22,,
9-Jan-10,2010,1,9,7,2,1666.679,21,,
9-Jan-10,2010,1,9,7,3,1682.354,21,,
9-Jan-10,2010,1,9,7,4,1709.578,21,,
9-Jan-10,2010,1,9,7,5,1746.979,20,,
9-Jan-10,2010,1,9,7,6,1800.537,20,,
9-Jan-10,2010,1,9,7,7,1859.234,20,,
9-Jan-10,2010,1,9,7,8,1917.402,20,,
9-Jan-10,2010,1,9,7,9,1964.805,21,,
9-Jan-10,2010,1,9,7,10,1945.262,22,,
9-Jan-10,2010,1,9,7,11,1843.423,30,,
9-Jan-10,2010,1,9,7,12,1697.31,33,,
9-Jan-10,2010,1,9,7,13,1557.649,34,,
9-Jan-10,2010,1,9,7,14,1433.036,36,,
9-Jan-10,2010,1,9,7,15,1349.768,36,,
9-Jan-10,2010,1,9,7,16,1329.608,36,,
9-Jan-10,2010,1,9,7,17,1394.165,35,,
9-Jan-10,2010,1,9,7,18,1586.486,33,,
9-Jan-10,2010,1,9,7,19,1737.198,31,,
9-Jan-10,2010,1,9,7,20,1789.898,31,,
9-Jan-10,2010,1,9,7,21,1827.245,30,,
9-Jan-10,2010,1,9,7,22,1836.368,28,,
9-Jan-10,2010,1,9,7,23,1816.516,28,,
9-Jan-10,2010,1,9,7,24,1778.716,27,,
10-Jan-10,2010,1,10,1,1,1760.773,26,,
10-Jan-10,2010,1,10,1,2,1759.786,25,,
10-Jan-10,2010,1,10,1,3,1762.838,23,,
10-Jan-10,2010,1,10,1,4,1784.323,23,,
10-Jan-10,2010,1,10,1,5,1813.951,22,,
10-Jan-10,2010,1,10,1,6,1864.373,20,,
10-Jan-10,2010,1,10,1,7,1931.222,20,,
10-Jan-10,2010,1,10,1,8,2018.253,20,,
10-Jan-10,2010,1,10,1,9,2032.035,23,,
10-Jan-10,2010,1,10,1,10,1894.213,27,,
10-Jan-10,2010,1,10,1,11,1698.521,30,,
10-Jan-10,2010,1,10,1,12,1533.725,32,,
10-Jan-10,2010,1,10,1,13,1436.05,34,,
10-Jan-10,2010,1,10,1,14,1359.793,35,,
10-Jan-10,2010,1,10,1,15,1304.203,37,,
10-Jan-10,2010,1,10,1,16,1289.352,36,,
10-Jan-10,2010,1,10,1,17,1365.599,35,,
10-Jan-10,2010,1,10,1,18,1570.276,31,,
10-Jan-10,2010,1,10,1,19,1740.094,29,,
10-Jan-10,2010,1,10,1,20,1815.331,27,,
10-Jan-10,2010,1,10,1,21,1867.251,26,,
10-Jan-10,2010,1,10,1,22,1857.085,24,,
10-Jan-10,2010,1,10,1,23,1815.315,22,,
10-Jan-10,2010,1,10,1,24,1783.98,22,,
11-Jan-10,2010,1,11,2,1,1791.552,20,,
11-Jan-10,2010,1,11,2,2,1832.534,19,,
11-Jan-10,2010,1,11,2,3,1886.576,18,,
11-Jan-10,2010,1,11,2,4,1946.55,18,,
11-Jan-10,2010,1,11,2,5,2030.581,17,,
11-Jan-10,2010,1,11,2,6,2179.092,19,,
11-Jan-10,2010,1,11,2,7,2366.682,18,,
11-Jan-10,2010,1,11,2,8,2361.768,18,,
11-Jan-10,2010,1,11,2,9,2142.552,21,,
11-Jan-10,2010,1,11,2,10,1828.078,28,,
11-Jan-10,2010,1,11,2,11,1568.264,34,,
11-Jan-10,2010,1,11,2,12,1379.158,34,,
11-Jan-10,2010,1,11,2,13,1252.246,39,,
11-Jan-10,2010,1,11,2,14,1156.249,43,,
11-Jan-10,2010,1,11,2,15,1090.534,45,,
11-Jan-10,2010,1,11,2,16,1089.321,43,,
11-Jan-10,2010,1,11,2,17,1186.016,41,,
11-Jan-10,2010,1,11,2,18,1413.179,39,,
11-Jan-10,2010,1,11,2,19,1589.037,32,,
11-Jan-10,2010,1,11,2,20,1638.003,31,,
11-Jan-10,2010,1,11,2,21,1632.494,34,,
11-Jan-10,2010,1,11,2,22,1556.704,35,,
11-Jan-10,2010,1,11,2,23,1443.101,33,,
11-Jan-10,2010,1,11,2,24,1339.899,35,,
12-Jan-10,2010,1,12,3,1,1275.969,34,,
12-Jan-10,2010,1,12,3,2,1249.489,35,,
12-Jan-10,2010,1,12,3,3,1245.371,34,,
12-Jan-10,2010,1,12,3,4,1263.235,35,,
12-Jan-10,2010,1,12,3,5,1315.329,34,,
12-Jan-10,2010,1,12,3,6,1444.113,34,,
12-Jan-10,2010,1,12,3,7,1639.372,32,,
12-Jan-10,2010,1,12,3,8,1653.405,34,,
12-Jan-10,2010,1,12,3,9,1523.961,35,,
12-Jan-10,2010,1,12,3,10,1398.614,36,,
12-Jan-10,2010,1,12,3,11,1293.623,38,,
12-Jan-10,2010,1,12,3,12,1199.895,38,,
12-Jan-10,2010,1,12,3,13,1144.792,37,,
12-Jan-10,2010,1,12,3,14,1114.57,37,,
12-Jan-10,2010,1,12,3,15,1091.795,37,,
12-Jan-10,2010,1,12,3,16,1130.86,36,,
12-Jan-10,2010,1,12,3,17,1242.746,36,,
12-Jan-10,2010,1,12,3,18,1432.354,34,,
12-Jan-10,2010,1,12,3,19,1576.446,32,,
12-Jan-10,2010,1,12,3,20,1622.919,28,,
12-Jan-10,2010,1,12,3,21,1635.89,31,,
12-Jan-10,2010,1,12,3,22,1613.443,30,,
12-Jan-10,2010,1,12,3,23,1567.647,29,,
12-Jan-10,2010,1,12,3,24,1513.169,28,,
13-Jan-10,2010,1,13,4,1,1506.311,27,,
13-Jan-10,2010,1,13,4,2,1534.285,26,,
13-Jan-10,2010,1,13,4,3,1577.604,24,,
13-Jan-10,2010,1,13,4,4,1630.454,22,,
13-Jan-10,2010,1,13,4,5,1712.474,20,,
13-Jan-10,2010,1,13,4,6,1864.999,22,,
13-Jan-10,2010,1,13,4,7,2066.153,22,,
13-Jan-10,2010,1,13,4,8,2075.255,21,,
13-Jan-10,2010,1,13,4,9,1884.471,24,,
13-Jan-10,2010,1,13,4,10,1640.532,26,,
13-Jan-10,2010,1,13,4,11,1427.731,35,,
13-Jan-10,2010,1,13,4,12,1253.475,39,,
13-Jan-10,2010,1,13,4,13,1127.463,44,,
13-Jan-10,2010,1,13,4,14,1035.25,43,,
13-Jan-10,2010,1,13,4,15,981.057,45,,
13-Jan-10,2010,1,13,4,16,980.093,45,,
13-Jan-10,2010,1,13,4,17,1067.179,45,,
13-Jan-10,2010,1,13,4,18,1306.108,42,,
13-Jan-10,2010,1,13,4,19,1532.201,39,,
13-Jan-10,2010,1,13,4,20,1617.727,37,,
13-Jan-10,2010,1,13,4,21,1665.333,36,,
13-Jan-10,2010,1,13,4,22,1658.94,33,,
13-Jan-10,2010,1,13,4,23,1603.937,33,,
13-Jan-10,2010,1,13,4,24,1536.961,32,,
14-Jan-10,2010,1,14,5,1,1518.944,28,,
14-Jan-10,2010,1,14,5,2,1541.582,28,,
14-Jan-10,2010,1,14,5,3,1580.941,27,,
14-Jan-10,2010,1,14,5,4,1637.864,26,,
14-Jan-10,2010,1,14,5,5,1717.063,26,,
14-Jan-10,2010,1,14,5,6,1863.705,25,,
14-Jan-10,2010,1,14,5,7,2049.382,25,,
14-Jan-10,2010,1,14,5,8,2036.372,28,,
14-Jan-10,2010,1,14,5,9,1842.466,32,,
14-Jan-10,2010,1,14,5,10,1576.483,37,,
14-Jan-10,2010,1,14,5,11,1321.838,42,,
14-Jan-10,2010,1,14,5,12,1137.137,46,,
14-Jan-10,2010,1,14,5,13,1015.229,52,,
14-Jan-10,2010,1,14,5,14,946.663,57,,
14-Jan-10,2010,1,14,5,15,917.298,56,,
14-Jan-10,2010,1,14,5,16,941.987,56,,
14-Jan-10,2010,1,14,5,17,1010.541,50,,
14-Jan-10,2010,1,14,5,18,1192.523,47,,
14-Jan-10,2010,1,14,5,19,1360.843,46,,
14-Jan-10,2010,1,14,5,20,1419.79,44,,
14-Jan-10,2010,1,14,5,21,1449.105,41,,
14-Jan-10,2010,1,14,5,22,1435.028,39,,
14-Jan-10,2010,1,14,5,23,1386.346,38,,
14-Jan-10,2010,1,14,5,24,1358.835,37,,
15-Jan-10,2010,1,15,6,1,1366.571,32,,
15-Jan-10,2010,1,15,6,2,1404.689,33,,
15-Jan-10,2010,1,15,6,3,1453.854,33,,
15-Jan-10,2010,1,15,6,4,1501.335,31,,
15-Jan-10,2010,1,15,6,5,1562.412,32,,
15-Jan-10,2010,1,15,6,6,1682.048,29,,
15-Jan-10,2010,1,15,6,7,1852.856,30,,
15-Jan-10,2010,1,15,6,8,1848.484,31,,
15-Jan-10,2010,1,15,6,9,1677.481,35,,
15-Jan-10,2010,1,15,6,10,1415.657,42,,
15-Jan-10,2010,1,15,6,11,1173.968,48,,
15-Jan-10,2010,1,15,6,12,1009.215,53,,
15-Jan-10,2010,1,15,6,13,898.256,58,,
15-Jan-10,2010,1,15,6,14,824.439,60,,
15-Jan-10,2010,1,15,6,15,777.089,62,,
15-Jan-10,2010,1,15,6,16,768.273,62,,
15-Jan-10,2010,1,15,6,17,810.41,58,,
15-Jan-10,2010,1,15,6,18,954.007,53,,
15-Jan-10,2010,1,15,6,19,1114.063,49,,
15-Jan-10,2010,1,15,6,20,1176.657,44,,
15-Jan-10,2010,1,15,6,21,1229.242,41,,
15-Jan-10,2010,1,15,6,22,1264.015,38,,
15-Jan-10,2010,1,15,6,23,1271.045,39,,
15-Jan-10,2010,1,15,6,24,1259.108,37,,
16-Jan-10,2010,1,16,7,1,1260.006,35,,
16-Jan-10,2010,1,16,7,2,1276.706,34,,
16-Jan-10,2010,1,16,7,3,1306.168,33,,
16-Jan-10,2010,1,16,7,4,1345.649,32,,
16-Jan-10,2010,1,16,7,5,1388.773,31,,
16-Jan-10,2010,1,16,7,6,1434.816,31,,
16-Jan-10,2010,1,16,7,7,1491.12,32,,
16-Jan-10,2010,1,16,7,8,1549.256,33,,
16-Jan-10,2010,1,16,7,9,1554.003,37,,
16-Jan-10,2010,1,16,7,10,1396.186,45,,
16-Jan-10,2010,1,16,7,11,1200.529,54,,
16-Jan-10,2010,1,16,7,12,1041.734,57,,
16-Jan-10,2010,1,16,7,13,933.602,60,,
16-Jan-10,2010,1,16,7,14,864.017,62,,
16-Jan-10,2010,1,16,7,15,835.726,61,,
16-Jan-10,2010,1,16,7,16,841.309,59,,
16-Jan-10,2010,1,16,7,17,890.162,56,,
16-Jan-10,2010,1,16,7,18,990.087,54,,
16-Jan-10,2010,1,16,7,19,1055.973,51,,
16-Jan-10,2010,1,16,7,20,1047.471,50,,
16-Jan-10,2010,1,16,7,21,1029.198,51,,
16-Jan-10,2010,1,16,7,22,991.33,50,,
16-Jan-10,2010,1,16,7,23,940.732,50,,
16-Jan-10,2010,1,16,7,24,879.892,47,,
17-Jan-10,2010,1,17,1,1,821.135,48,,
17-Jan-10,2010,1,17,1,2,788.093,45,,
17-Jan-10,2010,1,17,1,3,769.649,46,,
17-Jan-10,2010,1,17,1,4,750.368,45,,
17-Jan-10,2010,1,17,1,5,737.185,46,,
17-Jan-10,2010,1,17,1,6,731.994,50,,
17-Jan-10,2010,1,17,1,7,742.072,52,,
17-Jan-10,2010,1,17,1,8,776.438,55,,
17-Jan-10,2010,1,17,1,9,844.787,57,,
17-Jan-10,2010,1,17,1,10,869.263,61,,
17-Jan-10,2010,1,17,1,11,828.583,65,,
17-Jan-10,2010,1,17,1,12,791.57,66,,
17-Jan-10,2010,1,17,1,13,784.169,65,,
17-Jan-10,2010,1,17,1,14,773.273,63,,
17-Jan-10,2010,1,17,1,15,748.021,59,,
17-Jan-10,2010,1,17,1,16,735.978,57,,
17-Jan-10,2010,1,17,1,17,760.439,54,,
17-Jan-10,2010,1,17,1,18,820.71,52,,
17-Jan-10,2010,1,17,1,19,887.706,51,,
17-Jan-10,2010,1,17,1,20,875.918,50,,
17-Jan-10,2010,1,17,1,21,856.614,48,,
17-Jan-10,2010,1,17,1,22,813.303,49,,
17-Jan-10,2010,1,17,1,23,757.874,49,,
17-Jan-10,2010,1,17,1,24,695.422,49,,
18-Jan-10,2010,1,18,2,1,644.119,48,,
18-Jan-10,2010,1,18,2,2,621.303,48,,
18-Jan-10,2010,1,18,2,3,617.112,47,,
18-Jan-10,2010,1,18,2,4,628.614,46,,
18-Jan-10,2010,1,18,2,5,659.772,45,,
18-Jan-10,2010,1,18,2,6,728.93,43,,
18-Jan-10,2010,1,18,2,7,822.992,42,,
18-Jan-10,2010,1,18,2,8,892.778,42,,
18-Jan-10,2010,1,18,2,9,917.346,47,,
18-Jan-10,2010,1,18,2,10,910.532,52,,
18-Jan-10,2010,1,18,2,11,888.98,55,,
18-Jan-10,2010,1,18,2,12,854.323,57,,
18-Jan-10,2010,1,18,2,13,813.736,58,,
18-Jan-10,2010,1,18,2,14,772.809,60,,
18-Jan-10,2010,1,18,2,15,745.451,62,,
18-Jan-10,2010,1,18,2,16,736.62,61,,
18-Jan-10,2010,1,18,2,17,761.815,60,,
18-Jan-10,2010,1,18,2,18,867.165,53,,
18-Jan-10,2010,1,18,2,19,1005.53,49,,
18-Jan-10,2010,1,18,2,20,1033.322,47,,
18-Jan-10,2010,1,18,2,21,1034.05,44,,
18-Jan-10,2010,1,18,2,22,1011.929,42,,
18-Jan-10,2010,1,18,2,23,968.643,41,,
18-Jan-10,2010,1,18,2,24,919.431,41,,
19-Jan-10,2010,1,19,3,1,898.505,39,,
19-Jan-10,2010,1,19,3,2,906.875,39,,
19-Jan-10,2010,1,19,3,3,929.476,38,,
19-Jan-10,2010,1,19,3,4,966.281,35,,
19-Jan-10,2010,1,19,3,5,1026.896,37,,
19-Jan-10,2010,1,19,3,6,1152.398,38,,
19-Jan-10,2010,1,19,3,7,1329.457,39,,
19-Jan-10,2010,1,19,3,8,1340.139,40,,
19-Jan-10,2010,1,19,3,9,1205.785,43,,
19-Jan-10,2010,1,19,3,10,1025.543,49,,
19-Jan-10,2010,1,19,3,11,897.699,55,,
19-Jan-10,2010,1,19,3,12,816.805,61,,
19-Jan-10,2010,1,19,3,13,761.141,63,,
19-Jan-10,2010,1,19,3,14,722.862,63,,
19-Jan-10,2010,1,19,3,15,701.354,66,,
19-Jan-10,2010,1,19,3,16,698.036,64,,
19-Jan-10,2010,1,19,3,17,735.467,59,,
19-Jan-10,2010,1,19,3,18,847.658,56,,
19-Jan-10,2010,1,19,3,19,988.104,55,,
19-Jan-10,2010,1,19,3,20,1015.041,51,,
19-Jan-10,2010,1,19,3,21,1009.876,50,,
19-Jan-10,2010,1,19,3,22,980.374,49,,
19-Jan-10,2010,1,19,3,23,916.598,46,,
19-Jan-10,2010,1,19,3,24,847.881,48,,
20-Jan-10,2010,1,20,4,1,807.824,48,,
20-Jan-10,2010,1,20,4,2,801.441,46,,
20-Jan-10,2010,1,20,4,3,812.689,44,,
20-Jan-10,2010,1,20,4,4,844.441,43,,
20-Jan-10,2010,1,20,4,5,905.054,40,,
20-Jan-10,2010,1,20,4,6,1034.442,39,,
20-Jan-10,2010,1,20,4,7,1208.627,39,,
20-Jan-10,2010,1,20,4,8,1215.4,41,,
20-Jan-10,2010,1,20,4,9,1102.172,44,,
20-Jan-10,2010,1,20,4,10,973.272,51,,
20-Jan-10,2010,1,20,4,11,873.216,58,,
20-Jan-10,2010,1,20,4,12,803.821,63,,
20-Jan-10,2010,1,20,4,13,752.317,63,,
20-Jan-10,2010,1,20,4,14,715.596,65,,
20-Jan-10,2010,1,20,4,15,699.801,65,,
20-Jan-10,2010,1,20,4,16,704.338,64,,
20-Jan-10,2010,1,20,4,17,739.72,60,,
20-Jan-10,2010,1,20,4,18,851.246,55,,
20-Jan-10,2010,1,20,4,19,976.215,53,,
20-Jan-10,2010,1,20,4,20,978.39,52,,
20-Jan-10,2010,1,20,4,21,961.408,50,,
20-Jan-10,2010,1,20,4,22,930.235,45,,
20-Jan-10,2010,1,20,4,23,864.901,43,,
20-Jan-10,2010,1,20,4,24,795.25,41,,
21-Jan-10,2010,1,21,5,1,760.46,41,,
21-Jan-10,2010,1,21,5,2,759.41,39,,
21-Jan-10,2010,1,21,5,3,778.307,39,,
21-Jan-10,2010,1,21,5,4,812.869,38,,
21-Jan-10,2010,1,21,5,5,880.451,38,,
21-Jan-10,2010,1,21,5,6,1006.952,37,,
21-Jan-10,2010,1,21,5,7,1190.655,37,,
21-Jan-10,2010,1,21,5,8,1218.326,37,,
21-Jan-10,2010,1,21,5,9,1166.837,37,,
21-Jan-10,2010,1,21,5,10,1161.077,37,,
21-Jan-10,2010,1,21,5,11,1154.013,37,,
21-Jan-10,2010,1,21,5,12,1149.492,38,,
21-Jan-10,2010,1,21,5,13,1149.443,38,,
21-Jan-10,2010,1,21,5,14,1148.785,38,,
21-Jan-10,2010,1,21,5,15,1156.199,38,,
21-Jan-10,2010,1,21,5,16,1191.07,37,,
21-Jan-10,2010,1,21,5,17,1252.338,37,,
21-Jan-10,2010,1,21,5,18,1351.143,37,,
21-Jan-10,2010,1,21,5,19,1397.794,38,,
21-Jan-10,2010,1,21,5,20,1364.723,38,,
21-Jan-10,2010,1,21,5,21,1313.852,38,,
